Crash ID,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count,Day of Week,Hour of Day,Intersecting Street Name,Latitude,Longitude,Number of Lanes,Road Class,Roadway Type,Speed Limit,Street Name,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender
18717863,OTHER (EXPLAIN IN NARRATIVE),1/22/2022,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,33.18990459,-97.12447922,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,6,1 - MALE
18717863,OTHER (EXPLAIN IN NARRATIVE),1/22/2022,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,33.18990459,-97.12447922,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,3,2 - FEMALE
18717863,OTHER (EXPLAIN IN NARRATIVE),1/22/2022,1,0,SATURDAY,21:00 - 21:59,LONDONDERRY LN,33.18990459,-97.12447922,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,33,1 - MALE
18709689,FAILED TO CONTROL SPEED,1/23/2022,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,33.20904009,-97.14432749,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,60086868,51,1 - MALE
18709689,FAILED TO CONTROL SPEED,1/23/2022,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,33.20904009,-97.14432749,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE
18709689,FAILED TO CONTROL SPEED,1/23/2022,1,0,SUNDAY,18:00 - 18:59,W HIGHLAND ST,33.20904009,-97.14432749,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE
18715119,FAILED TO DRIVE IN SINGLE LANE,1/23/2022,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,33.19676543,-97.13996895,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,50,2 - FEMALE
18715119,FAILED TO DRIVE IN SINGLE LANE,1/23/2022,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,33.19676543,-97.13996895,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,32,1 - MALE
18715119,FAILED TO DRIVE IN SINGLE LANE,1/23/2022,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,33.19676543,-97.13996895,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,1 - MALE
18715119,FAILED TO DRIVE IN SINGLE LANE,1/23/2022,1,0,SUNDAY,06:00 - 06:59,NOT REPORTED,33.19676543,-97.13996895,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,15,1 - MALE
18715120,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/23/2022,1,0,SUNDAY,16:00 - 16:59,N CARROLL BLVD,33.23087407,-97.1370566,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE
18715120,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/23/2022,1,0,SUNDAY,16:00 - 16:59,N CARROLL BLVD,33.23087407,-97.1370566,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE
18723910,FATIGUED OR ASLEEP,1/23/2022,1,0,SUNDAY,05:00 - 05:59,NOT REPORTED,33.16921419,-97.08399628,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,OPEN CONTAINER,10438226,30,2 - FEMALE
18726000,DRIVER INATTENTION;CELL/MOBILE DEVICE USE - OTHER,1/23/2022,1,1,SUNDAY,01:00 - 01:59,NOT REPORTED,33.21225756,-97.09074565,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,35,2 - FEMALE
18726000,DRIVER INATTENTION;CELL/MOBILE DEVICE USE - OTHER,1/23/2022,1,1,SUNDAY,01:00 - 01:59,NOT REPORTED,33.21225756,-97.09074565,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,32,1 - MALE
18726000,DRIVER INATTENTION;CELL/MOBILE DEVICE USE - OTHER,1/23/2022,1,1,SUNDAY,01:00 - 01:59,NOT REPORTED,33.21225756,-97.09074565,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE
18711924,DRIVER INATTENTION,1/24/2022,1,0,MONDAY,17:00 - 17:59,SL0288,33.25569534,-97.17756653,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
18711924,DRIVER INATTENTION,1/24/2022,1,0,MONDAY,17:00 - 17:59,SL0288,33.25569534,-97.17756653,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,45,2 - FEMALE
18711994,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,11:00 - 11:59,TEASLEY LN,33.19849243,-97.12320606,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,2 - CLOUDY,RAN RED LIGHT,10396225,25,1 - MALE
18711994,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,11:00 - 11:59,TEASLEY LN,33.19849243,-97.12320606,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,45,1 - MALE
18711994,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,11:00 - 11:59,TEASLEY LN,33.19849243,-97.12320606,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,23,2 - FEMALE
18711995,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,1/24/2022,1,0,MONDAY,16:00 - 16:59,US0377,33.14718412,-97.14393166,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,NO DRIVERS LICENSE,10408754,43,1 - MALE
18711995,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,1/24/2022,1,0,MONDAY,16:00 - 16:59,US0377,33.14718412,-97.14393166,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,FAIL TO ENTER INTERSECTION SAFELY,10408753,30,1 - MALE
18712813,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,1/24/2022,1,0,MONDAY,13:00 - 13:59,W OAK ST,33.21536682,-97.16902057,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10341507,43,1 - MALE
18712813,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,1/24/2022,1,0,MONDAY,13:00 - 13:59,W OAK ST,33.21536682,-97.16902057,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,19,2 - FEMALE
18712813,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,1/24/2022,1,0,MONDAY,13:00 - 13:59,W OAK ST,33.21536682,-97.16902057,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,21,2 - FEMALE
18712817,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,13:00 - 13:59,US0380,33.22997284,-97.17398834,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,19,2 - FEMALE
18712817,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,13:00 - 13:59,US0380,33.22997284,-97.17398834,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,19,1 - MALE
18712817,DISREGARD STOP AND GO SIGNAL,1/24/2022,1,0,MONDAY,13:00 - 13:59,US0380,33.22997284,-97.17398834,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,28,1 - MALE
18714041,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/24/2022,1,0,MONDAY,18:00 - 18:59,HICKORY CREEK RD,33.15191484,-97.14189082,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,FAIL TO YIELD ROW TURNING LEFT,10449214,37,2 - FEMALE
18714041,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/24/2022,1,0,MONDAY,18:00 - 18:59,HICKORY CREEK RD,33.15191484,-97.14189082,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,2 - FEMALE
18716732,CHANGED LANE WHEN UNSAFE,1/24/2022,1,0,MONDAY,13:00 - 13:59,US0380,33.22997284,-97.17398834,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,74,2 - FEMALE
18716732,CHANGED LANE WHEN UNSAFE,1/24/2022,1,0,MONDAY,13:00 - 13:59,US0380,33.22997284,-97.17398834,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,48,1 - MALE
18717731,CHANGED LANE WHEN UNSAFE; DISTRACTION IN VEHICLE,1/24/2022,1,0,MONDAY,17:00 - 17:59,N/A,33.23400062,-97.08296007,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",50,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,1 - MALE
18717731,CHANGED LANE WHEN UNSAFE; DISTRACTION IN VEHICLE,1/24/2022,1,0,MONDAY,17:00 - 17:59,N/A,33.23400062,-97.08296007,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",50,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,62,2 - FEMALE
18713544,DRIVER INATTENTION,1/25/2022,1,0,TUESDAY,13:00 - 13:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,30,FM0426,1 - DRY,1 - CLEAR,NO CHARGES,No Data,49,1 - MALE
18714039,FAILED TO CONTROL SPEED,1/25/2022,1,0,TUESDAY,16:00 - 16:59,IH0035E,33.17686317,-97.09517349,No Data,INTERSTATE,No Data,30,WIND RIVER LN,1 - DRY,1 - CLEAR,"NO DRIVERS LICENSE, FAIL TO CONTROL SPEED","10369289, 10369289",18,2 - FEMALE
18714039,FAILED TO CONTROL SPEED,1/25/2022,1,0,TUESDAY,16:00 - 16:59,IH0035E,33.17686317,-97.09517349,No Data,INTERSTATE,No Data,30,WIND RIVER LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,2 - FEMALE
18715148,FAILED TO CONTROL SPEED,1/25/2022,1,0,TUESDAY,15:00 - 15:59,PONDER ST,33.21866419,-97.14479246,No Data,CITY STREET,No Data,30,SCRIPTURE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,45,2 - FEMALE
18715148,FAILED TO CONTROL SPEED,1/25/2022,1,0,TUESDAY,15:00 - 15:59,PONDER ST,33.21866419,-97.14479246,No Data,CITY STREET,No Data,30,SCRIPTURE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE
18715167,FAILED TO CONTROL SPEED; FAILED TO PASS TO LEFT SAFELY; PASSED IN NO PASSING LANE,1/25/2022,1,3,TUESDAY,12:00 - 12:59,N/A,33.18379452,-97.16144481,No Data,CITY STREET,No Data,30,ROSELAWN DR,1 - DRY,1 - CLEAR,"NO DRIVERS LICENSE, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","10364762, 10364762",16,2 - FEMALE
18715167,FAILED TO CONTROL SPEED; FAILED TO PASS TO LEFT SAFELY; PASSED IN NO PASSING LANE,1/25/2022,1,3,TUESDAY,12:00 - 12:59,N/A,33.18379452,-97.16144481,No Data,CITY STREET,No Data,30,ROSELAWN DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE
18715167,FAILED TO CONTROL SPEED; FAILED TO PASS TO LEFT SAFELY; PASSED IN NO PASSING LANE,1/25/2022,1,3,TUESDAY,12:00 - 12:59,N/A,33.18379452,-97.16144481,No Data,CITY STREET,No Data,30,ROSELAWN DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE
18715167,FAILED TO CONTROL SPEED; FAILED TO PASS TO LEFT SAFELY; PASSED IN NO PASSING LANE,1/25/2022,1,3,TUESDAY,12:00 - 12:59,N/A,33.18379452,-97.16144481,No Data,CITY STREET,No Data,30,ROSELAWN DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,1 - MALE
18716276,CHANGED LANE WHEN UNSAFE; TURNED IMPROPERLY - WIDE RIGHT,1/25/2022,1,0,TUESDAY,17:00 - 17:59,CORNELL LN,33.22938734,-97.14762648,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE
18716276,CHANGED LANE WHEN UNSAFE; TURNED IMPROPERLY - WIDE RIGHT,1/25/2022,1,0,TUESDAY,17:00 - 17:59,CORNELL LN,33.22938734,-97.14762648,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE
18716276,CHANGED LANE WHEN UNSAFE; TURNED IMPROPERLY - WIDE RIGHT,1/25/2022,1,0,TUESDAY,17:00 - 17:59,CORNELL LN,33.22938734,-97.14762648,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,2 - FEMALE
18719550,DISREGARD STOP SIGN OR LIGHT,1/25/2022,1,1,TUESDAY,06:00 - 06:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,1 - DRY,1 - CLEAR,RAN RED LIGHT,10418882,58,1 - MALE
18719550,DISREGARD STOP SIGN OR LIGHT,1/25/2022,1,1,TUESDAY,06:00 - 06:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,42,2 - FEMALE
18719550,DISREGARD STOP SIGN OR LIGHT,1/25/2022,1,1,TUESDAY,06:00 - 06:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,42,1 - MALE
18719550,DISREGARD STOP SIGN OR LIGHT,1/25/2022,1,1,TUESDAY,06:00 - 06:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE
18715875,FAILED TO DRIVE IN SINGLE LANE,1/26/2022,1,0,WEDNESDAY,15:00 - 15:59,N/A,33.2673099,-97.17792316,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,73,2 - FEMALE
18717732,UNSAFE SPEED,1/26/2022,1,0,WEDNESDAY,05:00 - 05:59,SERENITY WAY,33.14551518,-97.11402856,No Data,CITY STREET,No Data,30,WHITE DOVE LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,1 - MALE
18722110,OTHER (EXPLAIN IN NARRATIVE),1/26/2022,1,0,WEDNESDAY,14:00 - 14:59,CLERMONT LN,33.19281419,-97.11077247,No Data,CITY STREET,No Data,15,PINEY CREEK BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,79,1 - MALE
18722110,OTHER (EXPLAIN IN NARRATIVE),1/26/2022,1,0,WEDNESDAY,14:00 - 14:59,CLERMONT LN,33.19281419,-97.11077247,No Data,CITY STREET,No Data,15,PINEY CREEK BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE
18722110,OTHER (EXPLAIN IN NARRATIVE),1/26/2022,1,0,WEDNESDAY,14:00 - 14:59,CLERMONT LN,33.19281419,-97.11077247,No Data,CITY STREET,No Data,15,PINEY CREEK BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,3,1 - MALE
18722111,FAILED TO CONTROL SPEED,1/26/2022,1,1,WEDNESDAY,15:00 - 15:59,NOT REPORTED,33.24617355,-97.1770531,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,45,1 - MALE
18722111,FAILED TO CONTROL SPEED,1/26/2022,1,1,WEDNESDAY,15:00 - 15:59,NOT REPORTED,33.24617355,-97.1770531,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE
18722111,FAILED TO CONTROL SPEED,1/26/2022,1,1,WEDNESDAY,15:00 - 15:59,NOT REPORTED,33.24617355,-97.1770531,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,59,2 - FEMALE
18723039,FAILED TO CONTROL SPEED; TURNED IMPROPERLY - WIDE RIGHT,1/26/2022,1,0,WEDNESDAY,08:00 - 08:59,N/A,33.21617462,-97.12321981,No Data,FARM TO MARKET,No Data,30,FM 426,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE
18723039,FAILED TO CONTROL SPEED; TURNED IMPROPERLY - WIDE RIGHT,1/26/2022,1,0,WEDNESDAY,08:00 - 08:59,N/A,33.21617462,-97.12321981,No Data,FARM TO MARKET,No Data,30,FM 426,1 - DRY,1 - CLEAR,NO CHARGES,No Data,29,1 - MALE
18738008,TURNED IMPROPERLY - WIDE RIGHT,1/26/2022,1,0,WEDNESDAY,12:00 - 12:59,CORBIN RD,33.20177137,-97.18168216,2,CITY STREET,"2 LANE, 2 WAY",45,FM1515,1 - DRY,1 - CLEAR,NO CHARGES,No Data,51,1 - MALE
18738008,TURNED IMPROPERLY - WIDE RIGHT,1/26/2022,1,0,WEDNESDAY,12:00 - 12:59,CORBIN RD,33.20177137,-97.18168216,2,CITY STREET,"2 LANE, 2 WAY",45,FM1515,1 - DRY,1 - CLEAR,NO CHARGES,No Data,49,2 - FEMALE
18738008,TURNED IMPROPERLY - WIDE RIGHT,1/26/2022,1,0,WEDNESDAY,12:00 - 12:59,CORBIN RD,33.20177137,-97.18168216,2,CITY STREET,"2 LANE, 2 WAY",45,FM1515,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,1 - MALE
18717460,FAILED TO DRIVE IN SINGLE LANE,1/27/2022,1,0,THURSDAY,01:00 - 01:59,NOT REPORTED,33.16448686,-97.18562949,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,"UNLAWFUL POSSESSION OF FIREARM BY FELON, POSS CS PG 1/1-B <1G, POSS CS PG 1/1-B >=1G<4G","22012287, 22012287, 22012287",50,1 - MALE
18718777,FAILED TO DRIVE IN SINGLE LANE,1/27/2022,1,0,THURSDAY,17:00 - 17:59,NOT REPORTED,33.14708218,-97.14413087,2,FARM TO MARKET,"2 LANE, 2 WAY",55,FM1830,1 - DRY,1 - CLEAR,"FAIL TO DRIVE IN A SINGLE LANE, NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL","TX67YI0JPJX7, TX67YI0JPJX7",19,1 - MALE
18719490,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,16:00 - 16:59,BRINKER RD,33.19303917,-97.09598119,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,57,1 - MALE
18719490,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,16:00 - 16:59,BRINKER RD,33.19303917,-97.09598119,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,1 - MALE
18722173,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,11:00 - 11:59,N/A,33.19553419,-97.11593246,No Data,CITY STREET,No Data,30,SAN GABRIEL DR,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,34,2 - FEMALE
18722173,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,11:00 - 11:59,N/A,33.19553419,-97.11593246,No Data,CITY STREET,No Data,30,SAN GABRIEL DR,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,67,2 - FEMALE
18722210,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/27/2022,1,1,THURSDAY,17:00 - 17:59,N/A,33.18867071,-97.1244665,4,CITY STREET,"4 OR MORE LANES, DIVIDED",45,FM2181,1 - DRY,1 - CLEAR,FAIL TO YIELD ROW TURNING LEFT,10404986,23,2 - FEMALE
18722210,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/27/2022,1,1,THURSDAY,17:00 - 17:59,N/A,33.18867071,-97.1244665,4,CITY STREET,"4 OR MORE LANES, DIVIDED",45,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,2 - FEMALE
18722211,DISREGARD STOP SIGN OR LIGHT,1/27/2022,1,0,THURSDAY,17:00 - 17:59,MILLS RD,33.21570418,-97.08370247,No Data,CITY STREET,No Data,45,N MAYHILL RD,1 - DRY,1 - CLEAR,DISREGARD RED LIGHT,10405242,26,1 - MALE
18722211,DISREGARD STOP SIGN OR LIGHT,1/27/2022,1,0,THURSDAY,17:00 - 17:59,MILLS RD,33.21570418,-97.08370247,No Data,CITY STREET,No Data,45,N MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,54,2 - FEMALE
18722244,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/27/2022,1,0,THURSDAY,18:00 - 18:59,BU0377E,33.23086226,-97.13346271,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,1 - MALE
18722244,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/27/2022,1,0,THURSDAY,18:00 - 18:59,BU0377E,33.23086226,-97.13346271,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE
18722244,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,1/27/2022,1,0,THURSDAY,18:00 - 18:59,BU0377E,33.23086226,-97.13346271,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE
18723042,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,13:00 - 13:59,S WELCH ST,33.20663419,-97.14435246,No Data,CITY STREET,No Data,30,EAGLE DR,1 - DRY,1 - CLEAR,FAIL TO YIELD TO PEDESTRIAN IN CROSSWALK,60086875,20,2 - FEMALE
18723042,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,13:00 - 13:59,S WELCH ST,33.20663419,-97.14435246,No Data,CITY STREET,No Data,30,EAGLE DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE
18723042,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,1/27/2022,1,1,THURSDAY,13:00 - 13:59,S WELCH ST,33.20663419,-97.14435246,No Data,CITY STREET,No Data,30,EAGLE DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE
18723916,FAILED TO CONTROL SPEED,1/27/2022,1,0,THURSDAY,23:00 - 23:59,N/A,33.23890971,-97.17664517,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,2 - WET,3 - RAIN,FAILED TO CONTROL SPEED,22012258,30,2 - FEMALE
18723920,NONE,1/27/2022,1,0,THURSDAY,20:00 - 20:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,W PRAIRE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18723926,NONE,1/27/2022,1,0,THURSDAY,20:00 - 20:59,N/A,33.21571419,-97.15393246,No Data,CITY STREET,No Data,30,W OAK ST,99 - UNKNOWN,99 - UNKNOWN,NO CHARGES,No Data,No Data,99 - UNKNOWN
18723956,UNDER INFLUENCE - ALCOHOL,1/27/2022,1,1,THURSDAY,20:00 - 20:59,TOWN CENTER BLVD,33.22987178,-97.16916848,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,DWI,22012714,43,1 - MALE
18723956,UNDER INFLUENCE - ALCOHOL,1/27/2022,1,1,THURSDAY,20:00 - 20:59,TOWN CENTER BLVD,33.22987178,-97.16916848,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,47,2 - FEMALE
18723956,UNDER INFLUENCE - ALCOHOL,1/27/2022,1,1,THURSDAY,20:00 - 20:59,TOWN CENTER BLVD,33.22987178,-97.16916848,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE
18723956,UNDER INFLUENCE - ALCOHOL,1/27/2022,1,1,THURSDAY,20:00 - 20:59,TOWN CENTER BLVD,33.22987178,-97.16916848,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,15,2 - FEMALE
18723956,UNDER INFLUENCE - ALCOHOL,1/27/2022,1,1,THURSDAY,20:00 - 20:59,TOWN CENTER BLVD,33.22987178,-97.16916848,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,2 - FEMALE
18725296,CHANGED LANE WHEN UNSAFE,1/27/2022,1,0,THURSDAY,18:00 - 18:59,N/A,33.23000247,-97.17465305,5,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
