,intersection_geom,ST_NAME_left,ST_NAME_right
5808,POINT (2386781.3328719605 7142915.41242635),Locust,Beall
5809,POINT (2380413.9803639282 7122377.017236948),Highland Park,Highland Park
5810,POINT (2380413.9803639282 7122377.017236948),Highland Park,Highland Park
5811,POINT (2380484.3248459687 7122377.919139265),Highland Park,Highland Park
5812,POINT (2391170.1970499605 7120682.875099099),Guadalupe,Guadalupe
5813,POINT (2391213.1612653346 7120672.524585399),Guadalupe,Guadalupe
5814,POINT (2371096.437065835 7099656.434678941),Lavon,Athens
5815,POINT (2371102.774628039 7100617.077537614),Lavon,Conroe
5816,POINT (2370730.755635779 7100503.266371234),Conroe,Conroe
5817,POINT (2377209.6916982234 7101083.447884448),Links,Ace
5818,POINT (2377154.0568282385 7101366.5443803705),Links,Fairway
5819,POINT (2377154.0568282385 7101366.5443803705),Links,Fairway
5820,POINT (2377209.6916982234 7101083.447884448),Links,Ace
5821,POINT (2375501.4902520073 7127674.004046772),I-35 S,Oak
5822,POINT (2399478.467479952 7124133.457660419),TX-288-LOOP N,Morse
5823,POINT (2384766.8106560213 7115297.910754004),Fort Worth,Mission
5824,POINT (2384766.8106560213 7115297.910754004),Fort Worth,Mission
5825,POINT (2384054.9721412375 7109536.166100603),Country Club,Sanders
5826,POINT (2384034.8423774736 7111093.199326508),Country Club,Wintercreek
5827,POINT (2376426.465737493 7129978.031102487),Heritage,Panhandle
5828,POINT (2376426.465737493 7129978.031102487),Heritage,Panhandle
5829,POINT (2376351.2969338163 7130599.27147053),Heritage,Linden
5830,POINT (2376005.375521138 7129903.553688812),Panhandle,Panhandle
5831,POINT (2384649.165798077 7120837.902774139),Fort Worth,I-35E
5832,POINT (2384649.165798077 7120837.902774139),Fort Worth,I-35E
5833,POINT (2384693.86679628 7120929.445703622),Fort Worth,I-35E S
5834,POINT (2384717.6758059575 7120980.693925513),Fort Worth,I-35E N
5835,POINT (2384759.4120791866 7121064.921437168),Fort Worth,I-35E
5836,POINT (2384759.4120791866 7121064.921437168),Fort Worth,I-35E
5837,POINT (2384698.051976301 7121078.680820623),Fort Worth,I-35E
5838,POINT (2384698.051976301 7121078.680820623),Fort Worth,I-35E
5839,POINT (2384600.039718161 7120851.820797017),Fort Worth,I-35E
5840,POINT (2384600.039718161 7120851.820797017),Fort Worth,I-35E
5841,POINT (2384641.635127208 7120946.961994844),Fort Worth,I-35E S
5842,POINT (2384662.3856189204 7120998.170564191),Fort Worth,I-35E N
5843,POINT (2389703.8612176054 7141982.106657387),Stuart,Hercules
5844,POINT (2389705.5864384724 7142549.752735096),Stuart,Camelot
5845,POINT (2401681.816552511 7128143.711726308),Mayhill,Mills
5846,POINT (2401681.816552511 7128143.711726308),Mayhill,Mills
5847,POINT (2391551.3443797017 7135176.729612549),Glenwood,Greenwood
5848,POINT (2391553.5773317404 7135471.485555764),Glenwood,Kayewood
5849,POINT (2391553.5773317404 7135471.485555764),Glenwood,Kayewood
5850,POINT (2391553.146051395 7135504.2272703685),Glenwood,Kayewood
5851,POINT (2393059.1176798185 7137005.0111299325),Emerson,Emerson
5852,POINT (2398763.8213438923 7137291.971991445),Megan,Megan
5853,POINT (2394927.132419503 7142083.794152381),Poinsettia,Poinsettia
5854,POINT (2403666.30062803 7111913.336076408),Camino Real,Pockrus Page
5855,POINT (2403666.30062803 7111913.336076408),Camino Real,Pockrus Page
5856,POINT (2403679.337570441 7112306.478001056),Camino Real,Soledad
5857,POINT (2403679.337570441 7112306.478001056),Camino Real,Soledad
5858,POINT (2376392.8768775207 7129973.966008411),Heritage,Panhandle
5859,POINT (2376392.8768775207 7129973.966008411),Heritage,Panhandle
5860,POINT (2408879.569798734 7112209.935275841),Castle Pines,Echo Hill
5861,POINT (2396051.8424961525 7105789.341570334),Wheeler Ridge,Wheeler Ridge
5862,POINT (2396023.9635173334 7105814.440606413),Wheeler Ridge,Wheeler Ridge
5863,POINT (2396023.9635173334 7105814.440606413),Wheeler Ridge,Wheeler Ridge
5864,POINT (2372622.7343002963 7145230.169364369),I-35 N,US-77
5865,POINT (2372622.7343002963 7145230.169364369),I-35 N,US-77
5866,POINT (2373982.2319672154 7132941.624152693),I-35 N,University
5867,POINT (2373963.1065537264 7133003.238387013),I-35 N,University
5868,POINT (2391915.5008401247 7119375.526298817),I-35E N,I-35E N
5869,POINT (2372622.7343002963 7145230.169364369),I-35 N,US-77
5870,POINT (2372622.7343002963 7145230.169364369),I-35 N,US-77
5871,POINT (2372493.216613918 7152363.8382607885),I-35 N,Ganzer Rd
5872,POINT (2372493.216613918 7152363.8382607885),I-35 N,Ganzer Rd
5873,POINT (2372493.216613918 7152363.8382607885),I-35 N,Ganzer Rd
5874,POINT (2372493.216613918 7152363.8382607885),I-35 N,Ganzer Rd
5875,POINT (2372766.895598534 7142277.448279917),I-35 N,TX-288-LOOP E
5876,POINT (2372766.895598534 7142277.448279917),I-35 N,TX-288-LOOP E
5877,POINT (2372766.895598534 7142277.448279917),I-35 N,TX-288-LOOP E
5878,POINT (2372766.895598534 7142277.448279917),I-35 N,TX-288-LOOP E
5879,POINT (2372759.7748405943 7142357.407561773),I-35 N,TX-288-LOOP W
5880,POINT (2372759.7748405943 7142357.407561773),I-35 N,TX-288-LOOP W
5881,POINT (2377903.6479667034 7132372.810389896),Bonnie Brae,Emery
5882,POINT (2377903.6479667034 7132372.810389896),Bonnie Brae,Emery
5883,POINT (2375553.2449452206 7127692.8525839085),I-35E N,Oak
5884,POINT (2392087.4345658952 7118864.754561128),Birchbrook,Birchbrook
5885,POINT (2392160.5097826156 7118891.187878267),Birchbrook,Birchbrook
5886,POINT (2376351.2969338163 7130599.27147053),Heritage,Linden
5887,POINT (2374290.608007651 7127411.263894718),Precision,Oak
5888,POINT (2388811.48166436 7131913.326586818),Administration,Administration
5889,POINT (2388840.4860942774 7132033.77953433),Administration,Administration
5890,POINT (2389127.942154564 7132033.903975034),Reagan Houston,Administration
5891,POINT (2389127.942154564 7132033.903975034),Reagan Houston,Administration
5892,POINT (2392303.832211459 7112198.129951225),Bentoaks,Bentoaks
5893,POINT (2392407.228891146 7112246.794683483),Bentoaks,Bentoaks
5894,POINT (2390982.8227576097 7113527.002232556),Pennsylvania,Teasley
5895,POINT (2390982.8227576097 7113527.002232556),Pennsylvania,Teasley
5896,POINT (2382958.355299242 7136178.100141087),Hinkle,Headlee
5897,POINT (2387544.8794467445 7123750.003371518),Dallas,Simmons
5898,POINT (2387544.8794467445 7123750.003371518),Dallas,Simmons
5899,POINT (2393243.6173734237 7112632.607932453),Sundown,Mustang
5900,POINT (2393085.2819871027 7112805.166448623),Sundown,Sundown
5901,POINT (2392861.659989422 7112824.04437712),Teasley,Sundown
5902,POINT (2382959.4708470404 7135617.771992431),Hinkle,Meadow Ridge
5903,POINT (2387639.2603904484 7123783.981603616),Cook,Simmons
5904,POINT (2387639.2603904484 7123783.981603616),Cook,Simmons
5905,POINT (2387646.2730192156 7124184.315697111),Cook,Ruth
5906,POINT (2387199.336096579 7123741.859870287),Johnson,Collins
5907,POINT (2388274.109128801 7124592.755357658),Crosstimber,Mill
5908,POINT (2388274.109128801 7124592.755357658),Crosstimber,Mill
5909,POINT (2388274.474133928 7125033.0273171),Crosstimber,Wye
5910,POINT (2388274.474133928 7125033.0273171),Crosstimber,Wye
5911,POINT (2388855.2231833283 7124596.71468205),Wye,Mill
5912,POINT (2388855.2231833283 7124596.71468205),Wye,Mill
5913,POINT (2390299.7214951734 7125237.842944456),Bushey,Wilson
5914,POINT (2390299.7214951734 7125237.842944456),Bushey,Wilson
5915,POINT (2390302.2500199615 7124579.294071058),Bushey,Morse
5916,POINT (2390302.2500199615 7124579.294071058),Bushey,Morse
5917,POINT (2401086.593793032 7111922.174689598),I-35 E,Pockrus Page
5918,POINT (2391395.0776817175 7125212.218173992),Ruddell,Wilson
5919,POINT (2391395.0776817175 7125212.218173992),Ruddell,Wilson
5920,POINT (2391596.0794326784 7124581.752229727),Newton,Morse
5921,POINT (2391596.0794326784 7124581.752229727),Newton,Morse
5922,POINT (2391609.2465070416 7125207.76084963),Newton,Wilson
5923,POINT (2389434.9494140274 7127507.888659057),Exposition,Hickory
5924,POINT (2389434.9494140274 7127507.888659057),Exposition,Hickory
5925,POINT (2396929.3596792356 7113431.071388375),Shoreline,Wind River
5926,POINT (2397688.3592657116 7113419.366769595),Unicorn Lake,Wind River
5927,POINT (2399198.0106829694 7112420.764390657),Regal,Briercliff
5928,POINT (2393027.7144664424 7112298.647044092),Bent Oaks,Bent Oaks
5929,POINT (2394995.1288081775 7112539.36881568),Ranch House,Ranch House
5930,POINT (2385972.055959217 7133913.9051857935),Bolivar,Sherman
5931,POINT (2385972.055959217 7133913.9051857935),Bolivar,Sherman
5932,POINT (2385283.700523544 7133468.335094288),Carroll,University
5933,POINT (2385283.700523544 7133468.335094288),Carroll,University
5934,POINT (2385228.714523492 7133463.983047787),Carroll,University
5935,POINT (2385228.714523492 7133463.983047787),Carroll,University
5936,POINT (2385598.612704467 7133472.422992226),Denison,University
5937,POINT (2385598.612704467 7133472.422992226),Denison,University
5938,POINT (2385941.120413466 7133000.217792136),Bolivar,Sunset
5939,POINT (2385969.1727297283 7133429.935583402),Bolivar,University
5940,POINT (2385969.1727297283 7133429.935583402),Bolivar,University
5941,POINT (2386327.030907718 7133423.673075185),Elm,University
5942,POINT (2386327.030907718 7133423.673075185),Elm,University
5943,POINT (2385566.7210340663 7132631.4956148015),Anna,Westway
5944,POINT (2385566.7210340663 7132631.4956148015),Anna,Westway
5945,POINT (2385601.6968007344 7132999.446869814),Anna,Sunset
5946,POINT (2385601.6968007344 7132999.446869814),Anna,Sunset
5947,POINT (2389438.3669504747 7126780.217752457),Exposition,Sycamore
5948,POINT (2389438.3669504747 7126780.217752457),Exposition,Sycamore
5949,POINT (2389695.359520058 7141931.054583638),Stuart,Hercules
5950,POINT (2389695.359520058 7141931.054583638),Stuart,Hercules
5951,POINT (2389685.3254877147 7141530.675801698),Stuart,Sun Valley
5952,POINT (2389685.3254877147 7141530.675801698),Stuart,Sun Valley
5953,POINT (2383385.0391817335 7132261.214745356),Fulton,Emery
5954,POINT (2383385.0391817335 7132261.214745356),Fulton,Emery
5955,POINT (2383389.1836690786 7132650.59645244),Fulton,Westway
5956,POINT (2383389.1836690786 7132650.59645244),Fulton,Westway
5957,POINT (2385260.878642177 7132634.802985159),Carroll,Westway
5958,POINT (2385260.878642177 7132634.802985159),Carroll,Westway
5959,POINT (2385228.6885262365 7132994.605195142),Carroll,Sunset
5960,POINT (2385228.6885262365 7132994.605195142),Carroll,Sunset
5961,POINT (2384335.6789006838 7133001.224385123),Alice,Sunset
5962,POINT (2384335.6789006838 7133001.224385123),Alice,Sunset
5963,POINT (2384331.169255339 7132640.946263468),Alice,Westway
5964,POINT (2384331.169255339 7132640.946263468),Alice,Westway
5965,POINT (2385309.892728668 7132628.161817911),Carroll,Westway
5966,POINT (2385309.892728668 7132628.161817911),Carroll,Westway
5967,POINT (2385280.665092447 7132995.279594979),Carroll,Sunset
5968,POINT (2385280.665092447 7132995.279594979),Carroll,Sunset
5969,POINT (2384335.6789006838 7133001.224385123),Alice,Sunset
5970,POINT (2384335.6789006838 7133001.224385123),Alice,Sunset
5971,POINT (2384326.5026278133 7133237.61353654),Alice,University
5972,POINT (2384326.5026278133 7133237.61353654),Alice,University
5973,POINT (2383748.3672979134 7133015.457642702),Sunset,Sunset
5974,POINT (2383732.7508674846 7133040.725833989),Sunset,University
5975,POINT (2383732.7508674846 7133040.725833989),Sunset,University
5976,POINT (2381383.704309709 7131893.400449428),Cordell,Cordell
5977,POINT (2381892.273345372 7131583.385449942),Crescent,Crescent
5978,POINT (2382115.8982426235 7131553.517045955),Bryan,Crescent
5979,POINT (2382115.8982426235 7131553.517045955),Bryan,Crescent
5980,POINT (2381364.3327985853 7130783.385846444),Malone,Linden
5981,POINT (2381374.3370988625 7131194.673410826),Malone,Carlton
5982,POINT (2383374.9203321235 7131860.8402249105),Fulton,Cordell
5983,POINT (2383374.9203321235 7131860.8402249105),Fulton,Cordell
5984,POINT (2383385.0391817335 7132261.214745356),Fulton,Emery
5985,POINT (2383385.0391817335 7132261.214745356),Fulton,Emery
5986,POINT (2388357.6269450756 7137623.620971244),Bell,Driftwood
5987,POINT (2388357.4757306096 7138336.784658622),Bell,Windsor
5988,POINT (2388357.4757306096 7138336.784658622),Bell,Windsor
5989,POINT (2386383.1173380846 7136633.639977874),Elm,Orr
5990,POINT (2386383.1173380846 7136633.639977874),Elm,Orr
5991,POINT (2389496.10876086 7127508.690087189),Exposition,Hickory
5992,POINT (2389496.10876086 7127508.690087189),Exposition,Hickory
5993,POINT (2389483.2162908637 7127792.330342116),Exposition,Oak
5994,POINT (2390135.27159133 7127513.4340234315),Bradshaw,Hickory
5995,POINT (2390135.27159133 7127513.4340234315),Bradshaw,Hickory
5996,POINT (2390134.4142459235 7127811.786375932),Bradshaw,Oak
5997,POINT (2381383.704309709 7131893.400449428),Malone,Cordell
5998,POINT (2381386.125080174 7132180.879172598),Malone,Westchester
5999,POINT (2381391.3694122015 7132486.587132473),Malone,Emery
6000,POINT (2381386.125080174 7132180.879172598),Malone,Westchester
6001,POINT (2381391.3694122015 7132486.587132473),Malone,Emery
6002,POINT (2390439.156698369 7128128.7055519195),Crawford,McKinney
6003,POINT (2390439.156698369 7128128.7055519195),Crawford,McKinney
6004,POINT (2390454.397367081 7128831.152205674),Crawford,Davis
6005,POINT (2390454.397367081 7128831.152205674),Crawford,Davis
6006,POINT (2382930.0989577067 7132917.563385808),Hinkle,University
6007,POINT (2382930.0989577067 7132917.563385808),Hinkle,University
6008,POINT (2390821.5865080343 7128119.1765214745),Wood,McKinney
6009,POINT (2390821.5865080343 7128119.1765214745),Wood,McKinney
6010,POINT (2390821.3861369207 7128832.336210475),Wood,Davis
6011,POINT (2390821.3861369207 7128832.336210475),Wood,Davis
6012,POINT (2382065.0271342103 7132891.858979254),Cornell,University
6013,POINT (2382065.0271342103 7132891.858979254),Cornell,University
6014,POINT (2381447.987361525 7133553.41877996),Malone,Amherst
6015,POINT (2381447.987361525 7133553.41877996),Malone,Amherst
6016,POINT (2380814.1541739325 7132904.886066646),Georgetown,University
6017,POINT (2380814.1541739325 7132904.886066646),Georgetown,University
6018,POINT (2380817.977743171 7133559.879382236),Georgetown,Amherst
6019,POINT (2380817.977743171 7133559.879382236),Georgetown,Amherst
6020,POINT (2390780.5517753963 7131240.54370232),Willis,Willis
6021,POINT (2384301.7242639745 7129245.770760045),Alice,Congress
6022,POINT (2384301.7242639745 7129245.770760045),Alice,Congress
6023,POINT (2384674.9174691886 7129239.687773868),Denton,Congress
6024,POINT (2384674.9174691886 7129239.687773868),Denton,Congress
6025,POINT (2384679.4247353817 7129599.965230606),Denton,Egan
6026,POINT (2384679.4247353817 7129599.965230606),Denton,Egan
6027,POINT (2384291.8088814956 7128357.83023734),Mounts,Haynes
6028,POINT (2384670.6624057395 7128151.698773594),Denton,Gregg
6029,POINT (2384666.656390245 7128460.92566561),Denton,Pearl
6030,POINT (2384667.729201867 7128850.267060954),Denton,Parkway
6031,POINT (2384674.9174691886 7129239.687773868),Denton,Congress
6032,POINT (2384674.9174691886 7129239.687773868),Denton,Congress
6033,POINT (2390220.049918767 7130374.473389855),Texas,Texas
6034,POINT (2390520.2284911196 7130571.260832463),Texas,Texas
6035,POINT (2383343.6247638604 7128127.257352623),Fulton,Gregg
6036,POINT (2383343.6247638604 7128127.257352623),Fulton,Gregg
6037,POINT (2383335.9159387783 7128487.376440898),Fulton,Grace Temple
6038,POINT (2382941.544011618 7128475.008986678),Ponder,Grace Temple
6039,POINT (2382919.77794112 7128976.85117285),Ponder,Scripture
6040,POINT (2382442.803676125 7128967.062808367),Fry,Scripture
6041,POINT (2382442.803676125 7128967.062808367),Fry,Scripture
6042,POINT (2382941.544011618 7128475.008986678),Ponder,Grace Temple
6043,POINT (2391114.597289505 7131186.71950127),Willis,Willis
6044,POINT (2388594.6436389703 7131190.049760484),Vine,College
6045,POINT (2388594.6436389703 7131190.049760484),Vine,College
6046,POINT (2388591.1451828512 7130989.881796997),Vine,Pirtle
6047,POINT (2388229.204768024 7130370.229597992),Bell,Texas
6048,POINT (2388229.204768024 7130370.229597992),Bell,Texas
6049,POINT (2388243.4151370185 7130686.972083524),Bell,Schmitz
6050,POINT (2388244.111061721 7131101.779833843),Bell,Old Main
6051,POINT (2381826.7458596267 7127882.113479744),Avenue B,Oak
6052,POINT (2381826.7458596267 7127882.113479744),Avenue B,Oak
6053,POINT (2381837.7297416213 7127503.843666072),Avenue B,Hickory
6054,POINT (2381837.7297416213 7127503.843666072),Avenue B,Hickory
6055,POINT (2381618.8064914416 7127879.438741935),Normal,Oak
6056,POINT (2381618.8064914416 7127879.438741935),Normal,Oak
6057,POINT (2404841.9369635745 7158459.939536738),FM-428,Reining
6058,POINT (2389649.947085384 7123239.019427231),Duncan,Smith
6059,POINT (2371716.6750534126 7122677.849386162),Corbin,Airport
6060,POINT (2371716.6750534126 7122677.849386162),Corbin,Airport
6061,POINT (2372995.5552784577 7122657.538766714),Dakota,Airport
6062,POINT (2372995.5552784577 7122657.538766714),Dakota,Airport
6063,POINT (2389445.811596019 7131346.736381846),College,Club House
6064,POINT (2389447.8139497596 7131193.941957348),College,College
6065,POINT (2387092.239801261 7130082.4998206515),Austin,Hann
6066,POINT (2387092.239801261 7130082.4998206515),Austin,Hann
6067,POINT (2387079.890435973 7130795.500976873),Austin,Sawyer
6068,POINT (2387079.890435973 7130795.500976873),Austin,Sawyer
6069,POINT (2386723.2763970466 7130234.152919161),Locust,Ferguson
6070,POINT (2386724.6078644767 7130601.666983933),Locust,1st
6071,POINT (2386725.218367172 7130084.996385073),Locust,Hann
6072,POINT (2386723.2763970466 7130234.152919161),Locust,Ferguson
6073,POINT (2398512.5117723127 7108994.979569445),Bowie,Bowie
6074,POINT (2398661.9516758206 7109033.364650123),Bowie,Bowie
6075,POINT (2387434.5783248506 7130800.124876142),Oakland,Sawyer
6076,POINT (2387433.128525908 7131145.771419223),Oakland,Research
6077,POINT (2383122.1697788546 7127513.1184468195),Welch,Hickory
6078,POINT (2383122.1697788546 7127513.1184468195),Welch,Hickory
6079,POINT (2385980.911671588 7134408.8683280805),Bolivar,Ross
6080,POINT (2385992.587727272 7134922.061234963),Bolivar,Taliaferro
6081,POINT (2382524.1574281063 7127163.380307682),Avenue A,Mulberry
6082,POINT (2382524.1574281063 7127163.380307682),Avenue A,Mulberry
6083,POINT (2382449.3700967976 7127508.080587076),Avenue A,Hickory
6084,POINT (2382449.3700967976 7127508.080587076),Avenue A,Ave A
6085,POINT (2387455.5592798516 7128253.392076447),Oakland,McKinney
6086,POINT (2387455.5592798516 7128253.392076447),Oakland,McKinney
6087,POINT (2387997.2344432343 7128227.713785227),Bell,McKinney
6088,POINT (2387997.2344432343 7128227.713785227),Bell,McKinney
6089,POINT (2387402.250533907 7127885.200564155),Oakland,Oak
6090,POINT (2387402.250533907 7127885.200564155),Oakland,Oak
6091,POINT (2386907.270086396 7128082.510187327),Austin,Pecan
6092,POINT (2401598.056693198 7124147.405848415),Mayhill,Morse
6093,POINT (2388260.3563395846 7128220.235109101),Bell,McKinney
6094,POINT (2388260.3563395846 7128220.235109101),Bell,McKinney
6095,POINT (2383464.832037596 7126320.453531917),Chestnut,Chestnut
6096,POINT (2383415.526872223 7126348.925255471),Chestnut,Chestnut
6097,POINT (2383986.2113116886 7125974.251106532),Bernard,Prairie
6098,POINT (2383986.2113116886 7125974.251106532),Bernard,Prairie
6099,POINT (2381154.998951166 7126367.111099034),Avenue C,Chestnut
6100,POINT (2381154.998951166 7126367.111099034),Avenue C,Chestnut
6101,POINT (2381159.032887478 7126767.405094429),Avenue C,Sycamore
6102,POINT (2381159.032887478 7126767.405094429),Avenue C,Sycamore
6103,POINT (2387400.469704916 7128256.312241406),Oakland,McKinney
6104,POINT (2387400.469704916 7128256.312241406),Oakland,McKinney
6105,POINT (2383981.129965953 7125184.616302021),Bernard,Maple
6106,POINT (2383991.244273637 7123692.935516782),Bernard,Collins
6107,POINT (2383991.244273637 7123692.935516782),Bernard,Collins
6108,POINT (2383988.5629476714 7124136.805619038),Bernard,Fannin
6109,POINT (2383985.787442299 7124587.951746336),Bernard,Eagle
6110,POINT (2383985.787442299 7124587.951746336),Bernard,Eagle
6111,POINT (2383988.5629476714 7124136.805619038),Bernard,Fannin
6112,POINT (2373614.1111461045 7133519.150088112),I-35,Bandera
6113,POINT (2382434.5885984562 7123432.697560609),Underwood,Underwood
6114,POINT (2371733.29447516 7120134.717680713),Corbin,Shelby
6115,POINT (2373050.2623816943 7120013.00688001),Dakota,Shelby
6116,POINT (2371733.29447516 7120134.717680713),Corbin,Shelby
6117,POINT (2372459.4795647254 7120041.959738287),Shelby,Shelby
6118,POINT (2372314.9444704033 7120101.99818629),Shelby,Shelby
6119,POINT (2368978.7464662152 7122694.5458281115),Westcourt,Airport
6120,POINT (2368978.7464662152 7122694.5458281115),Westcourt,Airport
6121,POINT (2385255.8467759723 7127129.5688500805),Carroll,Mulberry
6122,POINT (2385255.8467759723 7127129.5688500805),Carroll,Mulberry
6123,POINT (2385253.760560268 7127526.146217003),Carroll,Hickory
6124,POINT (2385253.760560268 7127526.146217003),Carroll,Hickory
6125,POINT (2385301.716826425 7127130.163943177),Carroll,Mulberry
6126,POINT (2385301.716826425 7127130.163943177),Carroll,Mulberry
6127,POINT (2385308.851142122 7127523.222372157),Carroll,Hickory
6128,POINT (2385308.851142122 7127523.222372157),Carroll,Hickory
6129,POINT (2383110.552377073 7124147.294484495),Welch,Fannin
6130,POINT (2383110.552377073 7124147.294484495),Welch,Fannin
6131,POINT (2383110.800491192 7124602.118117477),Welch,Eagle
6132,POINT (2383110.800491192 7124602.118117477),Welch,Eagle
6133,POINT (2383110.800491192 7124602.118117477),Welch,Eagle
6134,POINT (2383110.800491192 7124602.118117477),Welch,Eagle
6135,POINT (2399585.8560873317 7141425.55206584),Grant,Grant
6136,POINT (2399585.8560873317 7141425.55206584),Grant,Fawn
6137,POINT (2382835.4177683787 7124609.481186515),Central,Eagle
6138,POINT (2382835.4177683787 7124609.481186515),Central,Eagle
6139,POINT (2387924.400864132 7126778.609125237),Bell,Sycamore
6140,POINT (2387924.400864132 7126778.609125237),Bell,Sycamore
6141,POINT (2388008.333331876 7127143.562625957),Bell,Mulberry
6142,POINT (2384019.189577662 7113250.651065188),Country Club,Kilkenny
6143,POINT (2373050.2623816943 7120013.00688001),Dakota,Shelby
6144,POINT (2401491.2740313797 7119586.819351882),Foster,Foster
6145,POINT (2371287.1262143548 7167372.57076477),I-35 N,Rector
6146,POINT (2384799.617610377 7117725.248329052),Fort Worth,Massey
6147,POINT (2383173.9753423533 7137476.221560495),Riney,Windsor
6148,POINT (2383173.9753423533 7137476.221560495),Riney,Windsor
6149,POINT (2383980.968848018 7118809.857533659),Bernard,Parvin
6150,POINT (2385875.8696046732 7127901.718784212),Bolivar,Oak
6151,POINT (2385875.8696046732 7127901.718784212),Bolivar,Oak
6152,POINT (2392338.5479149357 7137854.2042537145),Hanover,Windsor
6153,POINT (2391972.791565388 7137303.588517962),Emerson,Emerson
6154,POINT (2391785.1616469305 7137388.441471681),Emerson,Emerson
6155,POINT (2391391.855205173 7122435.943568876),Shady Oaks,Shady Oaks
6156,POINT (2385578.632674729 7143485.583704911),Ame,Ame
6157,POINT (2385101.323661643 7123714.587367372),Cleveland,Collins
6158,POINT (2385101.323661643 7123714.587367372),Cleveland,Collins
6159,POINT (2391540.859384399 7134579.861409144),Glenwood,Palmwood
6160,POINT (2391543.5906670294 7134372.497339411),Glenwood,University
6161,POINT (2391543.5906670294 7134372.497339411),Glenwood,University
6162,POINT (2392456.024120383 7122926.620721162),Shady Oaks,Shady Oaks
6163,POINT (2397462.0199523047 7115934.231624675),Colorado,Colorado
6164,POINT (2397441.09203547 7115897.566615472),Colorado,Colorado
6165,POINT (2366842.4201623606 7132412.018571253),Masch Branch,Energy
6166,POINT (2366822.455638904 7129089.771101714),Masch Branch,Jim Christal
6167,POINT (2366822.455638904 7129089.771101714),Masch Branch,Jim Christal
6168,POINT (2392246.517328577 7123040.291293526),Shady Oaks,Shady Oaks
6169,POINT (2353277.873065704 7099914.901477861),Ed Robson,Ed Robson
6170,POINT (2352693.0723703476 7099158.383157492),Ed Robson,Ed Robson
6171,POINT (2380318.5621223645 7132443.70593701),Primrose,Emery
6172,POINT (2380285.7743184064 7132854.444781965),Primrose,University
6173,POINT (2380285.7743184064 7132854.444781965),Primrose,University
6174,POINT (2377901.644462279 7121970.136212755),Bonnie Brae,Walt Parker
6175,POINT (2377901.644462279 7121970.136212755),Bonnie Brae,Walt Parker
6176,POINT (2377910.1287831105 7120824.101122697),Bonnie Brae,Willowwood
6177,POINT (2396263.749226763 7134918.949929464),Village Dr,Village Dr
6178,POINT (2396165.028381262 7134295.4339095475),Village Dr,Mingo
6179,POINT (2396165.028381262 7134295.4339095475),Village Dr,Mingo
6180,POINT (2367445.5158517947 7132357.64809736),Energy,Energy
6181,POINT (2392978.2977230456 7124145.162257255),Woodrow,Morse
6182,POINT (2392978.2977230456 7124145.162257255),Woodrow,Morse
6183,POINT (2366839.155677377 7136126.949616009),Masch Branch,Hampton
6184,POINT (2398589.135968142 7116760.697190981),Berry Down,Hudsonwood
6185,POINT (2398319.682018321 7117462.9748021625),Quail Creek,Quail Creek
6186,POINT (2379793.7904961677 7132349.656216201),Ector,Emery
6187,POINT (2379793.7904961677 7132349.656216201),Ector,Emery
6188,POINT (2386717.7181694135 7129251.663947274),Locust,Congress
6189,POINT (2386717.7181694135 7129251.663947274),Locust,Congress
6190,POINT (2386332.4351640455 7129246.650217386),Elm,Congress
6191,POINT (2386332.4351640455 7129246.650217386),Elm,Congress
6192,POINT (2386332.139759199 7128799.101290307),Elm,Parkway
6193,POINT (2386332.139759199 7128799.101290307),Elm,Parkway
6194,POINT (2386713.9913926357 7128833.178898553),Locust,Parkway
6195,POINT (2386713.9913926357 7128833.178898553),Locust,Parkway
6196,POINT (2386338.40362533 7128082.383156232),Elm,Pecan
6197,POINT (2386338.40362533 7128082.383156232),Elm,Pecan
6198,POINT (2386335.943072654 7128271.557110911),Elm,McKinney
6199,POINT (2386335.943072654 7128271.557110911),Elm,McKinney
6200,POINT (2385878.331519747 7128418.428481338),Bolivar,Pearl
6201,POINT (2386718.1798789334 7128276.531072908),Locust,McKinney
6202,POINT (2386718.1798789334 7128276.531072908),Locust,McKinney
6203,POINT (2386907.270086396 7128082.510187327),Austin,Pecan
6204,POINT (2386907.8166959602 7128275.36188542),Austin,McKinney
6205,POINT (2386907.8166959602 7128275.36188542),Austin,McKinney
6206,POINT (2385882.6838489478 7128789.619820782),Bolivar,Parkway
6207,POINT (2385882.6838489478 7128789.619820782),Bolivar,Parkway
6208,POINT (2386145.802414588 7128076.240027658),Cedar,Pecan
6209,POINT (2386149.3168953136 7128276.407391052),Cedar,McKinney
6210,POINT (2386906.865586968 7127878.744632993),Austin,Oak
6211,POINT (2386906.865586968 7127878.744632993),Austin,Oak
6212,POINT (2400864.8319801707 7136123.084265199),Sirius,Mingo
6213,POINT (2400864.8319801707 7136123.084265199),Sirius,Mingo
6214,POINT (2391874.4820250915 7119702.456775792),Dallas,I-35E
6215,POINT (2375890.7750285924 7120369.086475846),I-35W,Metro
6216,POINT (2401949.3035651143 7134838.716632593),Cooper Creek,University
6217,POINT (2401949.3035651143 7134838.716632593),Cooper Creek,University
6218,POINT (2377872.3270225236 7127871.502351598),Bonnie Brae,Oak
6219,POINT (2377872.3270225236 7127871.502351598),Bonnie Brae,Oak
6220,POINT (2385974.973540665 7125217.740264),Myrtle,Maple
