Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count,Day of Week,Hour of Day,Intersecting Street Name,Latitude,Longitude,Number of Lanes,Road Class,Roadway Type,Speed Limit,Street Name,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender
18865998,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44669,4,0,MONDAY,15:00 - 15:59,N/A,33.23168576,-97.17456418,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,37,1 - MALE
18865998,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44669,4,0,MONDAY,15:00 - 15:59,N/A,33.23168576,-97.17456418,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE
18865998,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44669,4,0,MONDAY,15:00 - 15:59,N/A,33.23168576,-97.17456418,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE
18867993,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44669,4,0,MONDAY,17:00 - 17:59,FM0428,33.23212815,-97.13275162,5,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,"FAIL TO YIELD R.O.W. - TURNING LEFT, FAIL TO MAINTAIN FINANCIAL RESPOSIBILITY, NO DRIVERS LICENSE","SUMMONS, SUMMONS, SUMMONS",30,1 - MALE
18867993,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44669,4,0,MONDAY,17:00 - 17:59,FM0428,33.23212815,-97.13275162,5,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,6,2 - FEMALE
18867993,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44669,4,0,MONDAY,17:00 - 17:59,FM0428,33.23212815,-97.13275162,5,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,"FAIL TO STOP AND LEAVE INFO, NO DL","10436923, 10436923",39,1 - MALE
18867994,1,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; UNDER INFLUENCE - ALCOHOL,44669,4,1,MONDAY,18:00 - 18:59,NOT REPORTED,33.17878118,-97.09737396,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,1 - MALE
18867994,1,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE; UNDER INFLUENCE - ALCOHOL,44669,4,1,MONDAY,18:00 - 18:59,NOT REPORTED,33.17878118,-97.09737396,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE
18867994,1,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; UNDER INFLUENCE - ALCOHOL,44669,4,1,MONDAY,18:00 - 18:59,NOT REPORTED,33.17878118,-97.09737396,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE
18867995,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44669,4,0,MONDAY,21:00 - 21:59,N/A,33.19281064,-97.12073229,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,2 - FEMALE
18868011,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44669,4,0,MONDAY,15:00 - 15:59,W CONGRESS ST,33.21927841,-97.13301237,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,2 - FEMALE
18868011,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44669,4,0,MONDAY,15:00 - 15:59,W CONGRESS ST,33.21927841,-97.13301237,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE
18860710,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED; FOLLOWED TOO CLOSELY,44670,4,0,TUESDAY,10:00 - 10:59,N/A,33.16657102,-97.08029854,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,ACCIDENT INVOLVING DAMAGE >=200,22-00453,22,1 - MALE
18860710,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED; FOLLOWED TOO CLOSELY,44670,4,0,TUESDAY,10:00 - 10:59,N/A,33.16657102,-97.08029854,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,63,1 - MALE
18862861,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44670,4,1,TUESDAY,09:00 - 09:59,ECTOR ST,33.22956007,-97.15486973,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,80,1 - MALE
18862861,1,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44670,4,1,TUESDAY,09:00 - 09:59,ECTOR ST,33.22956007,-97.15486973,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,43,2 - FEMALE
18862865,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,12:00 - 12:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,68,2 - FEMALE
18862865,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,12:00 - 12:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,1 - MALE
18866001,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44670,4,0,TUESDAY,16:00 - 16:59,BOLIVAR ST,33.23086796,-97.1346321,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,2 - CLOUDY,FAIL TO YIELD ROW - INTERSECTION,10418895,25,2 - FEMALE
18866001,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44670,4,0,TUESDAY,16:00 - 16:59,BOLIVAR ST,33.23086796,-97.1346321,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,20,2 - FEMALE
18867563,2,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44670,4,2,TUESDAY,18:00 - 18:59,N/A,33.19033406,-97.13936474,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,1 - DRY,2 - CLOUDY,CHANGED LANE WHEN UNSAFE,10409821,20,1 - MALE
18867563,2,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44670,4,2,TUESDAY,18:00 - 18:59,N/A,33.19033406,-97.13936474,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,1 - MALE
18867563,2,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44670,4,2,TUESDAY,18:00 - 18:59,N/A,33.19033406,-97.13936474,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,10,1 - MALE
18867563,2,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44670,4,2,TUESDAY,18:00 - 18:59,N/A,33.19033406,-97.13936474,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,10,2 - FEMALE
18867569,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44670,4,0,TUESDAY,07:00 - 07:59,N/A,33.25190002,-97.11667544,No Data,CITY STREET,No Data,35,WILLIAMS LN,1 - DRY,1 - CLEAR,UNRESTRAINED CHILD SAFETY SEAT VIOLATION,10439743,33,2 - FEMALE
18867569,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44670,4,0,TUESDAY,07:00 - 07:59,N/A,33.25190002,-97.11667544,No Data,CITY STREET,No Data,35,WILLIAMS LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,7,2 - FEMALE
18867569,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44670,4,0,TUESDAY,07:00 - 07:59,N/A,33.25190002,-97.11667544,No Data,CITY STREET,No Data,35,WILLIAMS LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,0,1 - MALE
18868001,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44670,4,0,TUESDAY,01:00 - 01:59,N/A,33.16769082,-97.10325493,No Data,CITY STREET,No Data,30,WESLAYAN DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE
18868002,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WIDE RIGHT,44670,4,0,TUESDAY,16:00 - 16:59,EGAN ST,33.22029419,-97.13720246,No Data,CITY STREET,No Data,35,N CARROLL BLVD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,16,1 - MALE
18868002,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WIDE RIGHT,44670,4,0,TUESDAY,16:00 - 16:59,EGAN ST,33.22029419,-97.13720246,No Data,CITY STREET,No Data,35,N CARROLL BLVD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,30,1 - MALE
18868003,1,0,B - SUSPECTED MINOR INJURY,0,1,HAD BEEN DRINKING,44670,4,1,TUESDAY,19:00 - 19:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,US0380,1 - DRY,1 - CLEAR,DRIVING WHILE INTOXICATED 3RD,No Data,38,1 - MALE
18901366,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,15:00 - 15:59,N/A,33.17251199,-97.11301996,2,FARM TO MARKET,"2 LANE, 2 WAY",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,35,2 - FEMALE
18901366,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,15:00 - 15:59,N/A,33.17251199,-97.11301996,2,FARM TO MARKET,"2 LANE, 2 WAY",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,69,2 - FEMALE
18901366,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,15:00 - 15:59,N/A,33.17251199,-97.11301996,2,FARM TO MARKET,"2 LANE, 2 WAY",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,54,1 - MALE
18901366,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44670,4,0,TUESDAY,15:00 - 15:59,N/A,33.17251199,-97.11301996,2,FARM TO MARKET,"2 LANE, 2 WAY",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,53,1 - MALE
18862827,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,34,1 - MALE
18862827,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,76,1 - MALE
18862827,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,72,2 - FEMALE
18862828,0,0,N - NOT INJURED,1,0,OVERTAKE AND PASS INSUFFICIENT CLEARANCE; PARKED IN TRAFFIC LANE,44671,4,0,WEDNESDAY,08:00 - 08:59,N/A,33.23224153,-97.12716897,No Data,CITY STREET,No Data,30,N BELL AVE,1 - DRY,2 - CLOUDY,"EXPIRED REGISTRATION, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY","10405249, 10405249",28,2 - FEMALE
18862828,0,0,N - NOT INJURED,1,0,OVERTAKE AND PASS INSUFFICIENT CLEARANCE; PARKED IN TRAFFIC LANE,44671,4,0,WEDNESDAY,08:00 - 08:59,N/A,33.23224153,-97.12716897,No Data,CITY STREET,No Data,30,N BELL AVE,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,26,2 - FEMALE
18862828,0,0,N - NOT INJURED,1,0,OVERTAKE AND PASS INSUFFICIENT CLEARANCE; PARKED IN TRAFFIC LANE,44671,4,0,WEDNESDAY,08:00 - 08:59,N/A,33.23224153,-97.12716897,No Data,CITY STREET,No Data,30,N BELL AVE,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,27,1 - MALE
18862829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,43,2 - FEMALE
18862829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,25,2 - FEMALE
18862829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,FMFR,10379517,29,1 - MALE
18862829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,26,2 - FEMALE
18862829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,08:00 - 08:59,NOT REPORTED,33.19987256,-97.14494141,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,28,1 - MALE
18862867,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,07:00 - 07:59,N/A,33.26450398,-97.17789396,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,46,1 - MALE
18863714,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,1,WEDNESDAY,17:00 - 17:59,NOT REPORTED,33.24156461,-97.17680184,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,51,2 - FEMALE
18863714,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,1,WEDNESDAY,17:00 - 17:59,NOT REPORTED,33.24156461,-97.17680184,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,59,2 - FEMALE
18863714,1,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO CONTROL SPEED,44671,4,1,WEDNESDAY,17:00 - 17:59,NOT REPORTED,33.24156461,-97.17680184,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,68,1 - MALE
18863760,2,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44671,4,2,WEDNESDAY,18:00 - 18:59,N BONNIE BRAE ST,33.22970041,-97.16098023,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE
18863760,2,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44671,4,2,WEDNESDAY,18:00 - 18:59,N BONNIE BRAE ST,33.22970041,-97.16098023,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,2 - FEMALE
18863906,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,12:00 - 12:59,NOT REPORTED,33.24218269,-97.17683564,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18863906,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,12:00 - 12:59,NOT REPORTED,33.24218269,-97.17683564,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,2 - FEMALE
18863906,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,12:00 - 12:59,NOT REPORTED,33.24218269,-97.17683564,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,4,2 - FEMALE
18863908,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,16:00 - 16:59,NOT REPORTED,33.25656038,-97.1776175,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,FAILED TO CONTROL SPEED,10433389,53,2 - FEMALE
18863908,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44671,4,0,WEDNESDAY,16:00 - 16:59,NOT REPORTED,33.25656038,-97.1776175,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE
18865026,3,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44671,4,3,WEDNESDAY,13:00 - 13:59,THOMAS J EGAN RD,33.23184602,-97.22089979,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,85,1 - MALE
18865026,3,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44671,4,3,WEDNESDAY,13:00 - 13:59,THOMAS J EGAN RD,33.23184602,-97.22089979,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
18865026,3,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44671,4,3,WEDNESDAY,13:00 - 13:59,THOMAS J EGAN RD,33.23184602,-97.22089979,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE
18865563,2,0,N - NOT INJURED,1,0,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44671,4,2,WEDNESDAY,16:00 - 16:59,US0077,33.26368332,-97.17788696,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE
18865563,2,0,C - POSSIBLE INJURY,0,1,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44671,4,2,WEDNESDAY,16:00 - 16:59,US0077,33.26368332,-97.17788696,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,44,2 - FEMALE
18865563,2,0,N - NOT INJURED,1,0,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44671,4,2,WEDNESDAY,16:00 - 16:59,US0077,33.26368332,-97.17788696,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,13,1 - MALE
18865563,2,0,C - POSSIBLE INJURY,0,1,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44671,4,2,WEDNESDAY,16:00 - 16:59,US0077,33.26368332,-97.17788696,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE
18869051,1,0,B - SUSPECTED MINOR INJURY,0,1,UNDER INFLUENCE - ALCOHOL,44671,4,1,WEDNESDAY,00:00 - 00:59,NOT REPORTED,33.26989488,-97.17794444,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,2 - CLOUDY,DWI,No Data,26,1 - MALE
18878323,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44671,4,0,WEDNESDAY,16:00 - 16:59,HILLTOP RD,33.1175742,-97.13097247,No Data,COUNTY ROAD,No Data,35,E HICKORY HILL RD,1 - DRY,1 - CLEAR,FAIL TO YIELD ROW AT STOP INTERSECTION,TX6AFI0TWHGI,24,1 - MALE
18878323,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44671,4,0,WEDNESDAY,16:00 - 16:59,HILLTOP RD,33.1175742,-97.13097247,No Data,COUNTY ROAD,No Data,35,E HICKORY HILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,42,1 - MALE
18879471,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44671,4,0,WEDNESDAY,11:00 - 11:59,N/A,33.18976861,-97.10282943,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,2 - WET,1 - CLEAR,NO CHARGES,No Data,88,1 - MALE
18879471,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44671,4,0,WEDNESDAY,11:00 - 11:59,N/A,33.18976861,-97.10282943,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,2 - WET,1 - CLEAR,NO CHARGES,No Data,39,2 - FEMALE
18885909,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,18:00 - 18:59,NOT REPORTED,33.19801368,-97.1425132,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18885909,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,18:00 - 18:59,NOT REPORTED,33.19801368,-97.1425132,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,27,1 - MALE
18885916,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,16:00 - 16:59,N/A,33.23085557,-97.1331219,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18885916,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44671,4,0,WEDNESDAY,16:00 - 16:59,N/A,33.23085557,-97.1331219,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE
18885917,0,0,99 - UNKNOWN,0,0,FAILED TO DRIVE IN SINGLE LANE,44671,4,0,WEDNESDAY,15:00 - 15:59,N/A,33.22002691,-97.152787,No Data,CITY STREET,No Data,30,SENA ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18872361,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44672,4,0,THURSDAY,21:00 - 21:59,NOT REPORTED,33.19166021,-97.11569773,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18872361,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44672,4,0,THURSDAY,21:00 - 21:59,NOT REPORTED,33.19166021,-97.11569773,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
18872361,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44672,4,0,THURSDAY,21:00 - 21:59,NOT REPORTED,33.19166021,-97.11569773,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE
18872907,1,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44672,4,1,THURSDAY,11:00 - 11:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,71,2 - FEMALE
18872907,1,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44672,4,1,THURSDAY,11:00 - 11:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,44,2 - FEMALE
18872907,1,0,B - SUSPECTED MINOR INJURY,0,1,DRIVER INATTENTION,44672,4,1,THURSDAY,11:00 - 11:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,1 - MALE
18878394,0,0,99 - UNKNOWN,0,0,BACKED WITHOUT SAFETY,44672,4,0,THURSDAY,12:00 - 12:59,N/A,33.21453419,-97.13251799,No Data,CITY STREET,No Data,30,W HICKORY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
18880324,0,0,N - NOT INJURED,1,0,DISTRACTION IN VEHICLE; DRIVER INATTENTION,44672,4,0,THURSDAY,23:00 - 23:59,AVENUE A,33.21367457,-97.14613957,No Data,CITY STREET,No Data,30,W MULBERRY ST,1 - DRY,1 - CLEAR,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10389207,22,1 - MALE
